Taille,Insertion en clair,Insertion chiffrée,Lecture en clair,Lecture chiffrée,Lecture déchiffrée
100,0.02800130844116211,0.1269984245300293,0.0,0.0010006427764892578,0.08999848365783691
500,0.10200119018554688,0.6218991279602051,0.0,0.001049041748046875,0.4530036449432373
1000,0.2494673728942871,1.232980728149414,0.0010008811950683594,0.0019991397857666016,0.9170022010803223
5000,1.0136537551879883,6.195637226104736,0.004983425140380859,0.007990121841430664,4.799117803573608
